headline,link,description,time,SubCategory,Category
প্রধানমন্ত্রীকে বরণে বর্ণিল সাজের ২২০ নৌকা,https://banglanews24.com/national/news/bd/919535.details,পায়রা (পটুয়াখালী) থেকে: এক হাজার ৩২০ মেগাওয়াট ক্ষমতাসম্পন্ন দেশের দেশের সবচেয়ে বড় ও সর্বাধুনিক প্রযুক্তির পায়রা তাপবিদ্যুৎকেন্দ্র,"March 21, 2022",Agriculture,Agriculture
শতভাগ বিদ্যুতায়নের ঘোষণা সোমবার,https://banglanews24.com/national/news/bd/919460.details,পায়রা (পটুয়াখালী) থেকে: মাত্র এক দশক আগেও দেশের অর্ধেকের বেশি মানুষ ছিলেন বিদ্যুৎ সুবিধার বাইরে। শহরে-গ্রামে সবখানে ছিল ভয়াবহ,"March 20, 2022",Development,Development & Welfare
পায়রায় দেশের সবচেয়ে বড় বিদ্যুৎকেন্দ্র উদ্বোধন সোমবার,https://banglanews24.com/power-fuel/news/bd/919431.details,পায়রা (পটুয়াখালী) থেকে: এক হাজার ৩২০ মেগাওয়াট ক্ষমতাসম্পন্ন দেশের দেশের সবচেয়ে বড় ও সর্বাধুনিক প্রযুক্তির পায়রা তাপবিদ্যুৎকেন্দ্র,"March 20, 2022",Development,Development & Welfare
পটুয়াখালীতে সড়ক দুর্ঘটনায় নিহত ৩,https://banglanews24.com/national/news/bd/917632.details,"পটুয়াখালী: পটুয়াখালীর দুমকীতে ভয়াবহ দুর্ঘটনায় মোটরসাইকেল আরোহী কিশোরসহ ৩ জন নিহত হয়েছেন।
শনিবার (১২ মার্চ) সকাল ১০টায় দুমকী বোর্ড","March 12, 2022",Transportation,Transportation
দুমকিতে বিএনপির ১০ নেতাকর্মী কারাগারে,https://banglanews24.com/politics/news/bd/917083.details,পটুয়াখালী: দ্রব্যমূল্যের ঊর্ধ্বগতির প্রতিবাদে গত ৫ মার্চ বিএনপির বিক্ষোভ মিছিল চলাকালে পুলিশের ওপর হামলার অভিযোগে করা মামলায়,"March 9, 2022",Politics,Politics & Movement
পটুয়াখালী বিএনপি কার্যালয়ে তালা ঝুলিয়ে দিয়েছে স্বেচ্ছাসেবক লীগ,https://banglanews24.com/politics/news/bd/917010.details,"পটুয়াখালী: পটুয়াখালী জেলা বিএনপি কার্যালয়ে হামলা ও ভাঙচুর করে তালা লাগিয়ে দিয়েছে স্বেচ্ছাসেবকলীগের নেতাকর্মীরা।
বুধবার (৯ মার্চ)","March 9, 2022",Politics,Politics & Movement
পটুয়াখালীতে পৃথক দুর্ঘটনায় শিশুসহ ২ জনের মৃত্যু,https://banglanews24.com/national/news/bd/916670.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলার মহিপুরে বসত ঘরে লাগা আগুনে পুড়ে সামিয়া নামে সাত মাস বয়সী একটি কন্যা শিশুর মৃত্যু হয়েছে। এ,"March 7, 2022",Crime,Law & Order
পটুয়াখালীতে মিলল নিখোঁজ ইজাজুলের মরদেহ,https://banglanews24.com/national/news/bd/916318.details,পটুয়াখালী: পটুয়াখালীতে বেড়াতে এসে বন্ধুদের সঙ্গে নদীতে গোসল করতে নেমে নিখোঁজ হওয়ার তিন দিন পর কিশোরগঞ্জের হাফেজ ইজাজুল ইসলামের (২০),"March 6, 2022",Crime,Law & Order
পায়ের ক্ষত নিয়ে থানায় হাজির ঘোড়া!,https://banglanews24.com/offbeat/news/bd/916281.details,পটুয়াখালী: পটুয়াখালীর বাউফল উপজেলায় পায়ে ক্ষত নিয়ে একটি ঘোড়া থানায় হাজির হয়েছে। তাৎক্ষণিকভাবে পুলিশ ঘোড়াটির চিকিৎসার ব্যবস্থা,"March 6, 2022",Wildlife,Environment & Disaster
"মৃত জেলিফিশে সয়লাব কুয়াকাটা সৈকত, উদাসীন কর্তৃপক্ষ",https://banglanews24.com/environment-biodiversity/news/bd/916150.details,পটুয়াখালী: জেলিফিশ এক ধরনের অমেরুদণ্ডী প্রাণী। পৃথিবীর সব মহাসাগরে জেলফিশ দেখাতে পাওয়া যায়। ইংরেজি নাম হিসেবে এটিকে চন্দ্র,"March 5, 2022",Tourism,"Commerce,Tourism & Festival"
পটুয়াখালীতে এসিডে ঝলসে দেওয়া হলো গৃহবধূর মুখমণ্ডল,https://banglanews24.com/national/news/bd/915527.details,"পটুয়াখালী: জেলার গলাচিপা উপজেলায় এসিডে ঝলসে দেওয়া হয়েছে তয়না (২০) নামে এক গৃহবধূর মুখমণ্ডল।
এতে তার বাম চোখ ক্ষতিগ্রস্ত হয়েছে।","March 2, 2022",Crime,Law & Order
"বন থেকে লোকালয়ে শূকর, আক্রমণে আহত ৬ জন",https://banglanews24.com/national/news/bd/915471.details,পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলায় এক বন্য শূকরের আক্রমণে ৬ জন আহত হয়েছেন। বন বিভাগের ধারণা খাবারের সন্ধানে লোকালয়ে আসে,"March 2, 2022",Crime,Law & Order
আবাসিক হোটেলে যুবকের ঝুলন্ত মরদেহ,https://banglanews24.com/national/news/bd/914598.details,পটুয়াখালী: পটুয়াখালীতে আবাসিক একটি হোটেল থেকে শামীম (৩০) নামে এক যুবকের গলায় ফাঁস লাগানো ঝুলন্ত মরদেহ উদ্ধার করেছে পুলিশ। এ ঘটনায়,"February 26, 2022",Crime,Law & Order
"৩০ লাখ টাকার পোনা জব্দ, একজনকে জরিমানা",https://banglanews24.com/national/news/bd/914206.details,পটুয়াখালী: র‍্যাপিড অ্যাকশন ব্যাটালিয়ান (র‌্যাব)-৮ পটুয়াখালী ক্যাম্পের বিশেষ অভিযানে ১৮ লাখ রেনু পোনা জব্দ করা হয়েছে। জব্দকৃত রেনু,"February 24, 2022",Miscellaneous,Miscellaneous
সিরিঞ্জে ভরে রাখায় করোনা টিকা ডাস্টবিনে!,https://banglanews24.com/national/news/bd/913810.details,"পটুয়াখালী: পটুয়াখালীর বাউফল উপজেলায় শিক্ষার্থীদের গণটিকা কার্যক্রমে শরীরে পুশ করার অনেকক্ষণ আগেই সিরিঞ্জে ভরে রাখায়, স্থানীয়দের","February 22, 2022",Healthcare,Health & Education
শপথ নেওয়া হলো না নতুন চেয়ারম্যানের,https://banglanews24.com/national/news/bd/913287.details,পটুয়াখালী: ইউপি নির্বাচনে চয়োরম্যান নির্বাচিত হয়েও শপথ নেওয়া হলো না মো. আমির হোসেন ব্যাপারীর। তার আগেই ইন্তেকাল করেছেন তিনি ইন্না,"February 19, 2022",Election,Politics & Movement
"পটুয়াখালীতে টমটম-মোটরসাইকেল সংঘর্ষ, নিহত ১",https://banglanews24.com/national/news/bd/912796.details,পটুয়াখালী: জেলার কলাপাড়ায় টমটম ও মোটরসাইকেলের মুখোমুখি সংঘর্ষে সোবহান তালুকদার (৪৫) নামের এক ব্যক্তির মৃত্যু হয়েছে। এ ঘটনায় আহত,"February 17, 2022",Crime,Law & Order
কুয়াকাটা সৈকতে শত শত মৃত জেলিফিশ,https://banglanews24.com/environment-biodiversity/news/bd/912551.details,পটুয়াখালী: বঙ্গোপসাগরের উপকূলে পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতের দক্ষিণে নতুন জেগে উঠা চর বিজয়ে ভেসে এসেছে শত শত আওরেলিয়া আওরেটা,"February 16, 2022",Tourism,"Commerce,Tourism & Festival"
"কৈশোরবান্ধব স্বাস্থ্যসেবা গ্রহণে অনীহা, ঝুঁকিতে প্রজনন স্বাস্থ্য",https://banglanews24.com/health/news/bd/912191.details,পটুয়াখালী: বয়ঃসন্ধিকালে ছেলে ও মেয়ে উভয়ের শরীর ও মনে নানা ধরনের পরিবর্তন ঘটে। এ সময়ে ছেলে-মেয়েরা যেমন দ্রুত বেড়ে উঠতে থাকে।,"February 14, 2022",Healthcare,Health & Education
"কিশোরের মাথা ন্যাড়া করার ঘটনায় মামলা, আটক ১",https://banglanews24.com/national/news/bd/911298.details,পটুয়াখালী: পটুয়াখালীর দুমকিতে মোবাইল চুরির অপবাদে নাবিল (১৪) নামে এক কিশোরের মাথা ন্যাড়া করে দেওয়ার ঘটনায় ছয়জনকে আসামি করে মামলা,"February 9, 2022",Crime,Law & Order
বসুন্ধরা গ্রুপের সঙ্গে ব্যবসা করে অনেকেই স্বাবলম্বী হয়েছেন,https://banglanews24.com/national/news/bd/911152.details,পটুয়াখালী: দেশের শীর্ষ স্থানীয় কোম্পানি বসুন্ধরা গ্রুপের উৎপাদিত পণ্য বিক্রির মাধ্যমে দেশের সকল অঞ্চলে ব্যবসায়ীদের স্বাবলম্বী ও,"February 9, 2022",Business,"Commerce,Tourism & Festival"
"পটুয়াখালীর ৬ ইউপিতে নৌকা ৪, স্বতন্ত্র ২",https://banglanews24.com/election-comission/news/bd/910864.details,পটুয়াখালী: সপ্তম ধাপে অনুষ্ঠিতব্য পটুয়াখালীর বাউফল উপজেলার চারটি ইউনিয়ন পরিষদের সাধারণ নির্বাচনে আওয়ামী লীগের মনোনীত তিনজন ও,"February 8, 2022",Election,Politics & Movement
বান্দরবানে গোলাগুলিতে নিহত সেনা কর্মকর্তার বাড়িতে বরিশালের ডিআইজি,https://banglanews24.com/national/news/bd/910419.details,পটুয়াখালী: শুক্রবার (২ ফেব্রুয়ারি) বান্দরবানের রুমার দুর্গম পাহাড়ি অঞ্চলে সেনাবাহিনীর সঙ্গে জেএসএস সশস্ত্র সন্ত্রাসীদের,"February 6, 2022",Crime,Law & Order
"পটুয়াখালীতে সেনা সদস্যের মরদেহ, জানাজা শেষে রাষ্ট্রীয় মর্যাদায় দাফন",https://banglanews24.com/national/news/bd/910000.details,পটুয়াখালী: বান্দরবানের রুমার দুর্গম পাহাড়ি অঞ্চলে সেনাবাহিনীর সঙ্গে জেএসএস সশস্ত্র সন্ত্রাসীদের গোলাগুলিতে নিহত সেনা সদস্য,"February 3, 2022",Crime,Law & Order
সন্ত্রাসীদের গুলিতে নিহত সেনা কর্মকর্তার বাড়িতে শোকের মাতম,https://banglanews24.com/national/news/bd/909920.details,পটুয়াখালী: বান্দরবানের রুমা উপজেলার দুর্গম পাহাড়ি অঞ্চলে সেনাবাহিনীর সঙ্গে জেএসএস সশস্ত্র সন্ত্রাসীদের গুলি বিনিময়ের ঘটনায়,"February 3, 2022",Crime,Law & Order
পটুয়াখালীতে বাসচাপায় নিহত দুই,https://banglanews24.com/national/news/bd/909680.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় যমুনা লাইন নামে একটি বাসের চাপায় ব্যাটারিচালিত ইজিবাইকের দুই যাত্রী নিহত হয়েছেন। এ ঘটনায় গুরুতর,"February 2, 2022",Crime,Law & Order
আল-গফ্ফার জামে মসজিদ পুনঃনির্মাণ কাজের উদ্বোধন,https://banglanews24.com/islam/news/bd/908711.details,পটুয়াখালী: নাম প্রকাশে অনিচ্ছুক এক ব্যক্তির অনুদানে দেশের বিভিন্ন স্থানে মহান আল্লাহ তায়ালার ৯৯টি গুণবাচক নামে ৯৯টি মসজিদ,"January 28, 2022",Religion,Religion
কুয়াকাটা সৈকতে ভেসে এল মৃত ডলফিন,https://banglanews24.com/environment-biodiversity/news/bd/907663.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতে একটি মৃত ডলফিন ভেসে এসেছে। 
রোববার (২৩ জানুয়ারি) সকালের জোয়ারে মৃত ডলফিনটি সৈকতের","January 23, 2022",Tourism,"Commerce,Tourism & Festival"
মানুষ আজ স্বাধীনতার সুফল পাচ্ছে,https://banglanews24.com/national/news/bd/907384.details,"পটুয়াখালী: পটুয়াখালী জেলা আওয়ামী লীগের সহ-সভাপতি, সাবেক সদর উপজেলা চেয়ারম্যান ও সাবেক পৌরসভা চেয়ারম্যান বীর মুক্তিযোদ্ধা","January 22, 2022",Development,Development & Welfare
রাঙ্গাবালীতে ১ কেজি গাঁজাসহ বিক্রেতা আটক,https://banglanews24.com/national/news/bd/907160.details,পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলার চরমোন্তাজ ইউনিয়নে এক কেজি গাঁজাসহ মো. শামিম হাওলাদার (২৫) নামে এক মাদক বিক্রেতাকে,"January 21, 2022",Miscellaneous,Miscellaneous
"বেতন নাই দেড় বছর, শিক্ষকদের মানববন্ধন",https://banglanews24.com/education/news/bd/906500.details,পটুয়াখালী: দীর্ঘ ১৮ মাস বেতন-ভাতা না পেয়ে মানবেতর জীবন-যাপন থেকে মুক্তি ও বকেয়াসহ নিয়মিত বেতনের দাবীতে সারা দেশের সরকারি পলিটেকনিক,"January 18, 2022",Movement,Politics & Movement
১০ হাজার তরমুজ গাছ উপড়ে ফেললেন পাউবো প্রকৌশলী!,https://banglanews24.com/national/news/bd/906375.details,পটুয়াখালী: জেলার কলাপাড়া উপজেলার এক কৃষকের ১০ হাজার তরমুজ গাছ উপড়ে ফেলার অভিযোগে পানি উন্নয়ন বোর্ডের আওতাধীন বেড়িবাঁধ রক্ষা,"January 17, 2022",Agriculture,Agriculture
রাঙ্গাবালীতে নির্বাচনী মামলার ১১ আসামি গ্রেফতার,https://banglanews24.com/national/news/bd/906017.details,পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলায় গত ২৬ ডিসেম্বর  ৪র্থ ধাপের ইউনিয়ন পরিষদ নির্বাচনে চরমোন্তাজ ইউনিয়নের নয়ারচর সরকারি,"January 16, 2022",Crime,Law & Order
অতিরিক্ত মদপানে বৃদ্ধের মৃত্যু,https://banglanews24.com/national/news/bd/904905.details,"পটুয়াখালী: পটুয়াখালীর মহিপুরে অতিরিক্ত মদপানে মোলায়েম খান (৬০) নামে এক বৃদ্ধের মৃত্যু হয়েছে।
সোমবার (১০ জানুয়ারি) দুপুরে উপজেলার","January 10, 2022",Crime,Law & Order
রাঙ্গাবালীতে নিখোঁজের ৫ দিন পর কিশোরের মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/904504.details,"পটুয়াখালী: মাছ ধরতে গিয়ে নিখোঁজ হওয়ার পাঁচদিন পর  মো. নিয়াজ (১৭) নামে এক কিশোরের মরদেহ উদ্ধার করা হয়েছে।
শনিবার (৮ জানুয়ারি) সকালে","January 8, 2022",Crime,Law & Order
দৌড়বিদ টুকু জামিলের দাফন সম্পন্ন,https://banglanews24.com/national/news/bd/904450.details,পটুয়াখালী: চট্টগ্রামে ম্যারাথনে ফিনিশিং লাইন ছুঁয়ে মৃত্যুর কোলে ঢলে পড়া দৌড়বিদ পটুয়াখালীর কৃতি সন্তান গহর জামিল টুকুর (৪৪) দাফন,"January 8, 2022",Social Welfare,Development & Welfare
সন্তান হত্যার বিচারের দাবিতে সড়কে মা,https://banglanews24.com/national/news/bd/904441.details,পটুয়াখালী: পটুয়াখালীর মির্জাগঞ্জে শিক্ষার্থী আরিফুর রহমান অপি হত্যাকারীদের দ্রুত বিচার ও ফাঁসির দাবিতে মানববন্ধন ও বিক্ষোভ,"January 8, 2022",Crime,Law & Order
পটুয়াখালীতে পাওয়া গেল রোগাক্রান্ত শকুন,https://banglanews24.com/national/news/bd/903836.details,"পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় একটি রোগাক্রান্ত শকুন উদ্ধার করেছে স্থানীয়রা।
বুধবার (৫ জানুয়ারি) দুপুরে উপজেলার ধুলাসার","January 5, 2022",Wildlife,Environment & Disaster
কুয়াকাটায় বাসচাপায় নিহত এক,https://banglanews24.com/national/news/bd/903698.details,পটুয়াখালী: পটুয়াখালীর কুয়াকাটা উপজেলায় বাসের চাপায় আব্দুস সোবাহান খান (৫৫) নামে এক ব্যক্তি নিহত হয়েছেন। মঙ্গলবার (৪ জানুয়ারি) রাতে,"January 5, 2022",Crime,Law & Order
পায়রা সেতুতে ডাম্পট্রাক চাপায় পুলিশ সদস্য নিহত,https://banglanews24.com/national/news/bd/903007.details,পটুয়াখালী: পটুয়াখালীর পায়রা সেতুর টোল প্লাজায় ডাম্পট্রাকের চাপায় শওকত হোসেন (৪৫) নামে এক পুলিশ সদস্য নিহত হয়েছেন। এ ঘটনায় রফিকুল,"January 1, 2022",Crime,Law & Order
বৈদ্যুতিক তারে আটকে পড়া কুকুর উদ্ধার করলো ফায়ার সার্ভিস,https://banglanews24.com/national/news/bd/902902.details,পটুয়াখালী: পটুয়াখালীর দশমিনায় দুই দিন ধরে বৈদ্যুতিক তারে আটকে থাকা অভুক্ত ও একটি কুকুরকে উদ্ধার করেছে ফায়ার সার্ভিস ও সিভিল,"January 1, 2022",Miscellaneous,Miscellaneous
পটুয়াখালীতে তিনদিন ব্যাপী জেলা ইজতেমা শুরু,https://banglanews24.com/national/news/bd/902682.details,পটুয়াখালী: পটুয়াখালীতে শুরু হয়েছে জেলা পর্যায়ে তিন দিনব্যাপী ইজতেমা। এতে জেলার বিভিন্ন এলাকা থেকে তাবলীগ জামাতের প্রায় প্ঁচ,"December 31, 2021",Religion,Religion
মহিপুরে ধরা পড়ল ৪০০ কেজির শাপলাপাতা মাছ,https://banglanews24.com/environment-biodiversity/news/bd/902403.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলার মহিপুর এলাকায় বঙ্গোপসাগরে এক জেলের জালে ধরা পড়েছে ৪০০ কেজি (১০ মণ) ওজনের শাপলাপাতা মাছ।,"December 29, 2021",Agriculture,Agriculture
ঘন কুয়াশায় পথ হারিয়ে ভারতীয় জলসীমায় কুয়াকাটার ১৫ জেলে,https://banglanews24.com/national/news/bd/902395.details,পটুয়াখালী: ঘন কুয়াশায় পথ হারিয়ে পটুয়াখালীর আলীপুরের দুটি মাছধরা ট্রলার ভারতীয় জলসীমায় অনুপ্রবেশ করায় ভারতীয় কোস্টগার্ডের হাতে,"December 29, 2021",Agriculture,Agriculture
লেবুখালী ফেরির হকার এখন পায়রা সেতুর বাসে বাসে!,https://banglanews24.com/national/news/bd/902321.details,পটুয়াখালী: পায়রা সেতু চালু হওয়াতে বন্ধ হয়েছে লেবুখালীতে ফেরি চলাচল। এতে ফেরিকে ঘিরে জীবিকা নির্বাহ করা অনেকে বেকার হয়ে পড়েছেন। তবে,"December 29, 2021",Transportation,Transportation
কলাপাড়ায় মুখোশধারীর ছুরিকাঘাতে যুবকের মৃত্যু,https://banglanews24.com/national/news/bd/902267.details,"পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় অজ্ঞাতপরিচয় মুখোশধারীর ছুরিকাঘাতে মো. বশির (২৫) হাওলাদার নামে এক যুবকের মৃত্যু হয়েছে। 
মঙ্গলবার","December 29, 2021",Crime,Law & Order
পটুয়াখালীর সাত ইউপির পাঁচটিতে নৌকা ও ২টিতে স্বতন্ত্র জয়ী,https://banglanews24.com/election-comission/news/bd/901909.details,পটুয়াখালী: চতুর্থ ধাপের ইউনিয়ন পরিষদ নির্বাচনে পটুয়াখালী জেলার কলাপাড়া তিনটি ও রাঙ্গাবালী উপজেলার ৪টি ইউনিয়নের নির্বাচনের,"December 27, 2021",Election,Politics & Movement
"রাঙ্গাবালীতে ভোটকেন্দ্রে গুলি, নিহত ১",https://banglanews24.com/election/news/bd/901806.details,পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলার চরমোন্তাজ ইউনিয়নে ভোটকেন্দ্রে গুলিবিদ্ধ হয়ে আবদুল খালেক নামে এক ব্যক্তি নিহত হয়েছেন।,"December 27, 2021",Crime,Law & Order
পটুয়াখালীর ৬৯২ মুক্তিযোদ্ধাকে সম্মাননা,https://banglanews24.com/national/news/bd/901060.details,পটুয়াখালী: মুজিব শতবর্ষ এবং স্বাধীনতার সুবর্ণ জয়ন্তী উপলক্ষে পটুয়াখালী জেলার ৬৯২জন বীর মুক্তিযোদ্ধাকে সম্মাননা দিয়েছে জেলা,"December 23, 2021",Social Welfare,Development & Welfare
২০-২২ জানুয়ারি কুয়াকাটায় বিচ কার্নিভাল,https://banglanews24.com/national/news/bd/900983.details,পটুয়াখালী: বাংলাদেশ ট্যুরিজম বোর্ডের উদ্যোগে সমুদ্রসৈকত কুয়াকাটায় দ্বিতীয় বার হতে যাচ্ছে বিচ কার্নিভাল। আগামী ২০-২২ জানুয়ারি তিন,"December 23, 2021",Tourism,"Commerce,Tourism & Festival"
কলাপাড়ায় শাপলাপাতা মাছ জব্দ করে মাটিচাপা,https://banglanews24.com/environment-biodiversity/news/bd/900678.details,"পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় দুই মণ ওজনের একটি শাপলাপাতা মাছ জব্দ করে মাটিচাপা দিয়েছে স্থানীয় বনবিভাগ।
মঙ্গলবার (২১ ডিসেম্বর)","December 21, 2021",Agriculture,Agriculture
বঙ্গবন্ধুকন্যার সুরক্ষা ও তার অর্জনগুলো রক্ষাই যুবলীগের কাজ,https://banglanews24.com/politics/news/bd/900483.details,"পটুয়াখালী: বাংলাদেশ আওয়ামী যুবলীগের চেয়ারম্যান শেখ ফজলে শামস পরশ বলেছেন, যুবলীগের প্রধান দুইটি কাজ হলো- যে কোনো মূল্যে সব ষড়যন্ত্র","December 20, 2021",Politics,Politics & Movement
উপজেলা চেয়ারম্যানের বিরুদ্ধে মহিলা আ.লীগের ঝাড়ু মিছিল,https://banglanews24.com/politics/news/bd/900272.details,"পটুয়াখালী: পটুয়াখালীর গলাচিপা উপজেলা চেয়ারম্যান মুহাম্মদ শাহিন শাহ’র বিরুদ্ধে ঝাড়ু মিছিল করেছে উপজেলা মহিলা আওয়ামী লীগ।
রোববার","December 19, 2021",Election,Politics & Movement
"বঙ্গবন্ধুকে নিয়ে কটূক্তি, এমপি ফিরোজের নামে আদালতে মামলা",https://banglanews24.com/national/news/bd/899363.details,পটুয়াখালী: ১৯৭৫ সালে জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানকে সপরিবারে হত্যার ষড়যন্ত্র এবং জাতির পিতার ছবি ভাঙচুর ও কটূক্তি করার,"December 14, 2021",Crime,Law & Order
জোর করে বিয়ে: পাখির মামলায় নাজমুল কারাগারে,https://banglanews24.com/law-court/news/bd/898658.details,"পটুয়াখালী: পটুয়াখালীর মির্জাগঞ্জে কলেজ ছাত্রকে জোর করে বিয়ে করার ঘটনার পর, এবার আলোচিত নাজমুলের স্ত্রী ইসরাত জাহান পাখির দায়ের করা","December 11, 2021",Crime,Law & Order
পটুয়াখালী চেম্বার অব কমার্স পরিচালনায় নতুন মুখ,https://banglanews24.com/national/news/bd/898485.details,পটুয়াখালী: জেলার ব্যবসায়ীদের অন্যতম সর্ববৃহৎ সংগঠন দ্য পটুয়াখালী চেম্বার অব কমার্স এন্ড ইন্ডাস্ট্রি'র ২০২২-২৩ দুই বছরের জন্য,"December 11, 2021",Business,"Commerce,Tourism & Festival"
পবিপ্রবিতে প্রথমবারের মতো হিম উৎসব,https://banglanews24.com/education/news/bd/898377.details,পটুয়াখালী: দেশের দক্ষিণ অঞ্চলের সর্বোচ্চ বিদ্যাপিঠ পটুয়াখালী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ে (পবিপ্রবি) প্রথমবারের মতো,"December 10, 2021",Festival,"Commerce,Tourism & Festival"
"বঙ্গোপসাগরে জাহাজ ডুবি, ১০ বিদেশিসহ উদ্ধার ১২",https://banglanews24.com/national/news/bd/897523.details,পটুয়াখালী: পটুয়াখালীর পায়রা বন্দর সংলগ্ন বঙ্গোপসাগরে বেলজিয়াম ভিত্তিকিএকটি কোম্পানির সার্ভে জাহাজ 'এক্সপ্রেস -৫৪' ডুবির ঘটনা,"December 6, 2021",Miscellaneous,Miscellaneous
জাওয়াদের প্রভাব: পায়রা বন্দরে ৩ নম্বর সতর্কতা সংকেত বহাল,https://banglanews24.com/climate-nature/news/bd/897397.details,পটুয়াখালী: ঘূণিঝড় ‘জাওয়াদে’র প্রভাবে সৃষ্ট নিম্নচাপের কারণে পটুয়াখালীতে বৃষ্টিপাত অব্যাহত রয়েছে। কুয়াকাটা সংলগ্ন বঙ্গোপসাগর,"December 6, 2021",Natural disaster,Environment & Disaster
পটুয়াখালীতে ঘূর্ণিঝড় জাওয়াদের প্রভাবে বৃষ্টি,https://banglanews24.com/national/news/bd/897072.details,পটুয়াখালী: পশ্চিম-মধ্য বঙ্গোপসাগর ও তৎসংলগ্ন এলাকায় অবস্থানরত ঘূর্ণিঝড় জাওয়াদ এর প্রভাবে জেলায় বৃষ্টি ও গুমোট আবহাওয়া বিরাজ করছে।,"December 4, 2021",Natural disaster,Environment & Disaster
"কলাপাড়ায় ১৪ মণ জাটকা জব্দ, ৩ ব্যবসায়ীর জরিমানা",https://banglanews24.com/national/news/bd/896607.details,"পটুয়াখালী: জেলার কলাপাড়ায় অভিযান চালিয়ে ১৪ মণ জাটকা ইলিশ জব্দ করেছে উপজেলা মৎস্য বিভাগ।
বৃহস্পতিবার (২ ডিসেম্বর) সকালে গণমাধ্যমকে","December 2, 2021",Business,"Commerce,Tourism & Festival"
কুয়াকাটায় দেখা মিলেছে নীল মান্না কাঁকড়ার,https://banglanews24.com/national/news/bd/896345.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতের ফ্রাই মার্কেট মানেই রকমারি মাছের দেখা, তারমধ্যে অন্যতম কাঁকড়া ফ্রাই। বিভিন্ন সাইজ ও","December 1, 2021",Tourism,"Commerce,Tourism & Festival"
গলাচিপায় দ্বিতীয় দফায় মেয়র হলেন আ.লীগের তুহিন,https://banglanews24.com/election/news/bd/895753.details,পটুয়াখালী: পটুয়াখালীর গলাচিপা পৌরসভার সাধারণ নির্বাচনে আওয়ামী লীগ মনোনীত (নৌকা) প্রার্থী আহসানুল হক তুহিন ৬৩৩৬ ভোট পেয়ে,"November 28, 2021",Election,Politics & Movement
মির্জাগঞ্জে ভোট কেন্দ্রের সহকারী প্রিজাইডিং অফিসারের মৃত্যু,https://banglanews24.com/election/news/bd/895548.details,পটুয়াখালী: পটুয়াখালীর মির্জাগঞ্জ উপজেলার ২নং মির্জাগঞ্জ ইউনিয়নের ৩নং ওয়ার্ডের নুরিয়াবাদ ভোট কেন্দ্রের সহকারী প্রিজাইডিং,"November 27, 2021",Crime,Law & Order
নেটওয়ার্ক-সার্ভার জটিলতায় টিকা নিবন্ধনে বিড়ম্বনা,https://banglanews24.com/health/news/bd/894587.details,পটুয়াখালী: মোবাইল ইন্টারনেট নেটওয়ার্ক ও সুরক্ষা সার্ভার জটিলতায় করোনার টিকা নিবন্ধনে বিড়ম্বনার কারণে হয়রানির শিকার হচ্ছেন,"November 23, 2021",Healthcare,Health & Education
‘নোনা জলের কাব্য’ সবার আগে দেখলেন কুয়াকাটার জেলেরা,https://banglanews24.com/national/news/bd/894513.details,পটুয়াখালী: তরুণ চলচ্চিত্র নির্মাতা ও পরিচালক রেজওয়ান শাহরিয়ার সুমিতে প্রথম জনপ্রিয় চলচ্চিত্র ‘নোনা জলের কাব্য’ বাংলাদেশে,"November 23, 2021",Agriculture,Agriculture
পটুয়াখালীতে ৪২০ কেজি জাটকা জব্দ,https://banglanews24.com/national/news/bd/893806.details,"পটুয়াখালী: পটুয়াখালীতে সেভেন স্টার ও মল্লিক পরিবহন থেকে ৪২০ কেজি জাটকা ইলিশ জব্দ করেছে পায়রা কুঞ্জ নৌ-পুলিশ।
শনিবার (২০ নভেম্বর)","November 20, 2021",Miscellaneous,Miscellaneous
কুয়াকাটায় গাছে এক ব্যক্তির ঝুলন্ত মরদেহ,https://banglanews24.com/national/news/bd/893658.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটায় মং সুয়াচিং (৬০) নামে এক রাখাইন ব্যক্তির মরদেহ উদ্ধার করেছে পুলিশ।
শুক্রবার (১৯ নভেম্বর)","November 19, 2021",Crime,Law & Order
